killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
SCAR-L,spaospao,10,224388.4,504153.6,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1492,Brumlin,15,225303.6,502234.6
Bluezone,,,,,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,843,lzb17,88,0,0
P1911,SpearShaker,75,420808.7,324824.6,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,163,Murph1y,77,420067.3,324801.9
UMP9,huya70568yueding,4,617969.4,307762.1,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,414,fantlind,59,619162.9,304200.4
M416,XIAOBOHUAI,5,171119.9,489998.7,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1584,Azrail_YH,9,171329.7,490460.5
AWM,SSSNingMeng,7,187687.1,519755.7,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1547,catofsona,11,202972.9,512708.6
SCAR-L,Busted_Flipper,19,204840.6,485399.9,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1351,Edge2P,22,204289.7,483977.9
SCAR-L,spaospao,10,222379.6,505148.3,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1531,Yuray-M,13,221842.4,506090.6
M416,G9Ge,1,232036.8,498132.4,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1424,Caodalei,17,226641.6,494589.9
M416,G9Ge,1,231834.2,493567.9,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1454,Chrispaul37,16,234280.7,492904.8
Hit by Car,wj632016,33,296438,453194.8,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1128,The-Ancient-One,34,296692.3,453147.5
M16A4,yiliaf2,29,684574.3,462823.8,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,100,Renhaoa,91,685348.8,463297.9
M416,SuSoda,14,157416.9,465548.5,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1181,Comrade_rus,31,155213.1,463350.6
M416,G9Ge,1,232385.2,497641.6,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1334,FullsuperMan,24,231680.2,498017.6
SCAR-L,REKTURDAD,54,404529.6,297053.3,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,446,sister-brother,58,404566.3,291197
SCAR-L,muziali,32,357334.2,360642,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,793,DIMENTO15,49,340821,371463.8
SCAR-L,Quziye,2,193809.4,507793.1,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1711,XIAOBOHUAI,5,193131.6,506103.4
Grenade,aholic132,48,466362.2,365352.5,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,808,aholic132,48,466362.2,365352.5
S686,Comrade_rus,31,622562.8,378230.5,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,212,fandashuaige,69,622282.7,379317.9
M416,WZL999,52,373785.8,361758,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,343,wangsilu,60,373556,362032.1
M416,SSSNingMeng,7,184589.3,547844.6,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1357,Zhedada1,20,185801.9,546982.4
Hit by Car,ProjeyMayhem,53,495006.6,450286.2,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,447,XiaohunhunMr,57,494972.4,449775.2
M16A4,Chrispaul37,16,514744,502756.6,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1052,ndxwwsnd,39,513858.9,503516.9
SCAR-L,yiliaf2,29,329025.7,551019.2,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1097,DF7heartZ,36,332719.8,549481.9
UMP9,FullsuperMan,24,400090.9,462160.1,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,879,LiarOne,44,400320.9,461579.6
AKM,Zhedada1,20,489717.5,343748.6,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,184,Seanwangjing,72,489650.9,348002.4
AKM,XRoad-RunnerX,35,386613.3,119403.8,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,313,DXhahaha,64,387178.9,120166.4
AKM,sister-brother,58,395698.8,284545,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,129,scarlong,82,397945.5,285996.1
UMP9,Chrispaul37,16,516961.9,502717.9,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,789,QRoyQ,51,517275.1,501974.4
M16A4,REKTURDAD,54,404914.2,303445.8,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,144,pabloesco44,79,404140.4,303258.9
P92,LilWeezy,18,569526.4,379470.6,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,129,Doeyx22x,83,570318.9,379480.6
Tommy Gun,W1LG3RtheCyan,50,572562.9,419720.5,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,319,Heyiyou,63,573080.1,419463.9
M416,LiuDa98Kmin,25,157243.9,495741.4,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,847,woshiniyudie--,46,163743.1,500185.2
SCAR-L,Zhedada1,20,190308.3,542069.9,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1339,ZMLZ123,23,185134.6,547574.4
M416,SuSoda,14,157685.4,466070.3,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1315,LiuDa98Kmin,25,157920,465876.5
M416,huya70568yueding,4,198850.3,477524,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1524,SuSoda,14,198582,483982.9
SCAR-L,Darcieo,65,393745.4,348771.6,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,138,suixin213,80,393753.8,348623.3
Bluezone,,,,,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1884,Quziye,2,203577.9,503262.1
S12K,LiuDa98Kmin,25,196020.8,299360.3,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,534,DPC0611,55,197303.7,298868.5
Crossbow,aholic132,48,627865.8,378446.1,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,250,PGnimeide,67,625165.6,378381.5
Mini 14,Brumlin,15,338485.2,397760.9,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1146,muziali,32,345713.8,399449.6
Kar98k,G9Ge,1,205963,503775.8,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1789,huya70568yueding,4,194841.8,499434.8
M16A4,Yuray-M,13,394847.3,452911.2,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1076,YC-TATA,37,396129.5,454594.9
S1897,DXhahaha,64,378185.9,135339.5,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,188,DaDiaoYuW,71,377850.5,134934.4
SCAR-L,yiliaf2,29,684112.3,459698.7,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,267,Aban_verynice,66,683863.3,461445.9
M416,G9Ge,1,222566.6,505739.1,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1577,spaospao,10,222277,506057.9
UMP9,PGnimeide,67,626904.1,378196.4,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,168,LaoGeV587,74,627489.8,378971.5
S686,catofsona,11,710730.4,328981.6,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,115,simonispig,88,710782.3,328913.5
SCAR-L,Brumlin,15,345589.2,397758.1,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,866,ZH9788,45,346247.9,396962.7
SCAR-L,XIAOBOHUAI,5,354494.9,571746.3,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,981,xouxin,42,355434.4,573084.4
UMP9,Chrispaul37,16,514866.2,503920.4,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1009,FJKABFKJA456,41,517645.6,504043.1
SCAR-L,muziali,32,357193.6,361191.9,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,688,WZL999,52,365239.4,354841.3
SKS,nonohelpme,6,317543.8,435548.2,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1250,CHIJI0883,26,305922.4,451498.7
Kar98k,twytwy,3,198514.6,520480.2,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1642,SSSNingMeng,7,201394,514193.5
S12K,muziali,32,390006.3,350152.5,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,304,Darcieo,65,391935.8,349371.8
AKM,woshiniyudie--,46,114057.9,288302.4,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,328,lsqlovepw,62,115984.7,286395.8
Kar98k,G9Ge,1,315667.9,465786.8,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1137,wj632016,33,296805.3,453188.8
Kar98k,G9Ge,1,377951.6,373201.9,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1022,CTPhat,40,381478.1,357285.5
Pan,Ryanduck93,70,731349.3,436419.7,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,125,HHchao,84,731451.3,436361.3
M416,G9Ge,1,296367.8,447810.6,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1243,SgtDomGun,27,300128,443996.6
VSS,LseeAU,61,555167.9,361660.2,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,175,Psyga-san,73,552215.1,361387.3
P92,kaolaowangzui,56,543153.6,452297.5,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,119,yulibin521,86,543209,452478.4
M16A4,SUAB51,30,539504.7,461502.5,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,480,kaolaowangzui,56,539413.2,461304.6
UMP9,FullsuperMan,24,399484.3,461810.5,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1061,YNxwlflaogou34,38,399817.6,461472.5
M16A4,YNxwlflaogou34,38,570929.3,351661.8,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,332,LseeAU,61,570666.6,351405.8
M416,SSSNingMeng,7,335937.4,170991.2,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,133,yizai6,81,334975.1,171098.7
Punch,wangsilu,60,374627.4,358291.5,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,164,Luo_Martin,76,374549.7,358314.7
M24,XIAOBOHUAI,5,329109.5,551762.8,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1193,yiliaf2,29,326938.6,551760.9
SCAR-L,Brumlin,15,344159.3,408203.9,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1227,Poker0932,28,347344.2,409157.8
Mini 14,Chrispaul37,16,405366.9,491313.3,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1189,SUAB51,30,397283.6,476996
Hit by Car,Azrail_YH,9,282514.7,388269.3,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,1117,XRoad-RunnerX,35,281939.5,388121.8
M416,CTPhat,40,418882.6,324742.2,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,121,Friend09,85,418562.3,324558.4
Down and Out,IB_E46M,2,182762.2,450462.3,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1352,the49ersguy,,183469.2,447747.2
P18C,SpainTwo,29,542564.6,461099.4,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,215,Kadeos,36,545435.1,454413
Bluezone,,,,,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1511,Swomps,7,179649.7,453182.2
UMP9,IB_E46M,2,182762.2,450462.3,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1351,BIGSEX,,183532.6,447294.3
Down and Out,Westifer,4,138400.8,424969.3,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1624,Strajik,5,138200.9,425783.8
S1897,Manstein-g,20,608847.3,612876.4,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,202,Lux-xXx,38,607342.8,612691.3
Punch,SpainTwo,29,543735.7,453051.9,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,137,Kungfumanduhh,36,542712.3,452820.5
M16A4,zhi_0520,13,422419.6,287043.1,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,669,CrunchyBac0n,26,422566.2,286683.6
Down and Out,G_Force,6,210228.2,469951.5,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1411,Lizurd,9,209482.5,469591.1
UMP9,LaiziQFdefudimo,20,608065.9,612526,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,193,sapoww,38,608886.8,612930.8
Groza,G_Force,6,210029.2,470419.2,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1411,Lazzeroth,9,210510.7,470338.9
Mini 14,Westifer,4,137846.7,426233,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1624,blaxfire,5,137790.7,425907.1
Tommy Gun,JLschaffer117,27,416055.3,479920.8,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,435,SpainTwo,29,416445,479782.6
Down and Out,OMG_Ye,2,140889.5,446181.5,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1892,FaZe_Carl,4,141655.7,448774.3
M416,iSuK12,1,142606.4,452039.6,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1967,IB_E46M,2,144006.2,449925.6
SCAR-L,OMG_Ye,2,141488.3,446742.6,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1892,Westifer,4,139392.9,448700.2
AKM,saver12138,21,416728.4,477034,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,653,JLschaffer117,27,416373.7,478828.6
M416,itsNikkEdwards,1,144020.5,451430.6,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1965,Hiten1215,3,142802.9,450662.1
Bluezone,,,,,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1387,Kokoriza,8,243331.2,477534
AKM,saver12138,21,415936.5,476171.5,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,648,DrUnKjN_bUm,27,416206.3,476201
Bluezone,,,,,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,791,Young_Uzi,26,0,0
SCAR-L,CrunchyBac0n,26,422645.1,286641.4,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,659,xiduSN,13,421854.2,287493.9
S686,JOKER-LM,35,578287.2,131166.3,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,181,yingxinmo,37,578225.9,130650.8
SCAR-L,IB_E46M,2,181804.9,446995.9,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1533,URK3L,6,181776.7,449714
SCAR-L,OMG_Ye,2,182680.5,447755.4,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1481,HanSwoleOh,7,179665.3,452475.3
Mini 14,Westifer,4,431989.9,639999.8,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,346,Braze_It,32,437504.2,640388.6
S12K,Minato27,3,155543.9,457965.2,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1112,pvtmartinmartin,17,154764.2,456084.8
Groza,G_Force,6,210091.3,468102.5,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1419,Smebbe,8,211251.7,467046.2
Down and Out,76SamF,19,459471.8,630489.9,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,90,frostteyy,42,459340.8,630234.4
Down and Out,Lizurd,9,375253.8,418644.9,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,877,CLXbigshuai,22,375729.4,418740.8
SKS,76SamF,19,459427,629730.8,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,90,snowwy,42,459522.3,629514.9
AKM,Hiten1215,3,202469.3,289579.8,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,361,cole_milk,31,206692.6,291846.6
Micro UZI,SpecOpGfizz,32,426638.2,641151.9,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,114,DimonGao999,41,426763.5,641131
Down and Out,Minato27,3,155848.5,457768.3,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1112,AlphaHulu,17,154691.5,456626.5
Bluezone,,,,,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,828,LCQ-DALAO,32,0,0
Mini 14,Westifer,4,354567.3,571199.9,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,910,Manstein-g,20,355340.8,572379.3
SCAR-L,Braze_It,32,434871.6,639809.6,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,265,r165200bb,33,435187.3,640196.4
AKM,itsNikkEdwards,1,138070.6,451772.2,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1905,Minato27,3,142696,452160.7
Bluezone,,,,,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1518,G_Force,6,199566.8,461790.3
M16A4,sdTWTbs,18,573272.9,134819.9,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,213,silmia,37,572964.6,135083.6
S686,Braze_It,32,427485.8,636370.3,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,109,virginiaaaaa,41,426731.7,637063.6
SCAR-L,FaZe_Carl,4,211206.5,503884.2,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1281,CN_Xater,11,210395.3,503406.2
S1897,Manstein-g,20,618352.3,618786.6,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,123,WeiLaoK,32,618126.6,619465.9
UMP9,LaiziQFdefudimo,20,607393.2,603830.9,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,471,S_Winther,28,606462.4,601381.3
Down and Out,Hiten1215,3,142862,450664.9,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1967,OMG_Ye,2,142304.1,450233.5
S12K,r165200bb,33,437321.9,639631.6,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,229,SpecOpGfizz,32,437960.4,639522.1
AKM,itsNikkEdwards,1,70217.3,492626,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1172,skysbsa,14,69981.5,492563.1
SKS,jjjjjjaaaaa,19,460580.1,628663.3,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,117,UmTiLL,40,463678.3,627405.4
SCAR-L,FaZe_Carl,4,351742.5,568398.9,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,944,jjjjjjaaaaa,19,367124.6,584422.8
Down and Out,blaxfire,5,326603.9,391947.4,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1153,DeadlyAyrab,15,326889.2,392433.7
